Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1457,907253110,60,1,68.0,10400,1,0,4,1,1,2,1,20,1,1,1,2,7,5,2001,2001,2,1,2,2,3,227.0,4,3,2,4,3,1,5,0.0,1,0.0,1257.0,1257.0,1,5,1,1,1290,871,0,2161,0.0,0.0,2,1,3,1,4,8,1,1,3,1,2001.0,2,2.0,570.0,3,3,2,0,84,0,0,0,0,0,0,0,0,6,2008,1,1,230500
1458,907254020,60,1,73.0,9066,1,0,1,1,1,2,1,20,1,1,1,2,8,5,1999,2000,2,1,2,2,3,320.0,4,3,2,4,3,2,4,668.0,1,0.0,336.0,1004.0,1,5,1,1,1004,848,0,1852,0.0,0.0,2,1,3,1,4,7,1,2,3,1,1999.0,3,3.0,660.0,3,3,2,224,106,0,0,0,0,0,3,0,0,12,2008,1,1,230000
1459,907254090,60,1,75.0,11404,1,0,1,1,1,2,1,20,1,1,1,2,7,5,1998,1999,2,1,2,2,3,202.0,4,3,2,4,3,3,3,252.0,1,0.0,901.0,1153.0,1,5,1,1,1153,878,0,2031,0.0,0.0,2,1,3,1,4,8,1,1,3,1,1998.0,3,2.0,541.0,3,3,2,192,84,0,0,0,0,0,0,0,0,7,2008,1,1,222500
1460,907255020,60,1,68.0,9240,1,0,4,1,1,2,1,20,1,1,1,2,8,5,2001,2002,2,1,2,2,3,396.0,4,3,2,4,3,1,5,0.0,1,0.0,1055.0,1055.0,1,5,1,1,1055,1208,0,2263,0.0,0.0,2,1,3,1,4,7,1,1,3,2,2001.0,3,2.0,905.0,3,3,2,0,45,0,0,189,0,0,0,0,0,9,2008,1,1,287000
1461,907255030,60,1,68.0,9720,1,0,1,1,1,3,1,20,1,1,1,2,9,5,2001,2002,2,1,2,2,3,134.0,4,3,2,4,3,2,4,1194.0,1,0.0,163.0,1357.0,1,5,1,1,1366,581,0,1947,1.0,0.0,2,1,3,1,4,7,1,1,3,2,2001.0,3,3.0,725.0,3,3,2,168,116,0,0,0,0,0,0,0,0,1,2008,1,1,274000
1462,907255060,20,1,68.0,14860,1,0,2,1,1,3,1,20,1,1,1,1,8,5,2002,2003,1,1,2,2,3,240.0,4,3,2,5,3,4,4,1538.0,1,0.0,240.0,1778.0,1,5,1,1,1786,0,0,1786,1.0,0.0,2,0,3,1,4,6,1,1,4,1,2002.0,2,3.0,715.0,3,3,2,182,35,0,0,0,0,0,0,0,0,6,2008,1,1,300000
1463,907260010,60,1,68.0,11250,1,0,4,1,1,1,1,20,1,1,1,2,8,5,2002,2002,2,1,4,5,0,0.0,4,3,2,4,3,2,5,0.0,1,0.0,1128.0,1128.0,1,5,1,1,1149,1141,0,2290,0.0,0.0,2,1,4,1,4,9,1,1,4,1,2002.0,1,2.0,779.0,3,3,2,0,0,0,0,0,0,0,0,0,0,5,2008,1,1,255900
1464,907262030,60,1,65.0,8158,1,0,4,1,1,2,1,20,1,1,1,2,7,5,2003,2003,2,1,2,2,3,252.0,4,3,2,4,3,1,4,550.0,1,0.0,334.0,884.0,1,5,1,1,884,884,0,1768,1.0,0.0,2,1,3,1,4,8,1,0,0,1,2003.0,2,2.0,543.0,3,3,2,0,63,0,0,0,0,0,0,0,0,7,2008,1,1,224900
1465,907262060,60,1,41.0,10905,1,0,2,1,1,3,1,20,1,1,1,2,7,5,2003,2003,2,1,2,2,0,0.0,4,3,2,4,3,1,5,0.0,1,0.0,1129.0,1129.0,1,5,1,1,1129,1198,0,2327,0.0,0.0,2,1,4,1,4,9,1,1,4,2,2003.0,2,2.0,596.0,3,3,2,0,57,0,0,0,0,0,0,0,0,8,2008,1,1,240000
1466,907262070,60,1,72.0,7226,1,0,1,1,1,3,1,20,1,1,1,2,7,5,2003,2003,2,1,2,2,0,0.0,4,3,2,4,3,1,5,0.0,1,0.0,798.0,798.0,1,5,1,1,798,842,0,1640,0.0,0.0,2,1,3,1,4,6,1,0,0,1,2003.0,2,2.0,595.0,3,3,2,0,45,0,0,0,0,0,0,0,0,6,2008,1,1,183000
1467,907265100,60,1,96.0,11690,1,0,1,1,1,2,1,20,1,1,1,2,8,5,1999,2000,2,1,2,2,3,192.0,4,3,2,4,3,3,5,0.0,1,0.0,850.0,850.0,1,5,1,1,886,878,0,1764,0.0,0.0,2,1,3,1,4,7,1,1,3,1,1999.0,1,2.0,560.0,3,3,2,120,29,0,0,0,0,0,0,0,0,6,2008,1,1,207000
1468,907285080,60,1,70.0,8750,1,0,4,1,1,2,1,20,1,1,1,2,7,5,1994,1995,2,1,2,2,0,0.0,4,4,2,4,3,1,4,642.0,1,0.0,273.0,915.0,1,5,1,1,933,975,0,1908,1.0,0.0,2,1,4,1,4,8,1,1,3,1,1994.0,1,2.0,493.0,3,3,2,144,133,0,0,0,0,0,0,0,0,7,2008,1,1,210000
1469,907290150,120,4,37.0,4435,1,0,4,1,1,2,1,20,1,1,2,1,6,5,2003,2003,2,1,2,2,3,170.0,4,3,2,4,3,3,4,686.0,1,0.0,162.0,848.0,1,5,1,1,848,0,0,848,1.0,0.0,1,0,1,1,4,3,1,0,0,1,2003.0,3,2.0,420.0,3,3,2,140,0,0,0,0,0,0,0,0,0,3,2008,1,1,136500
1470,907290250,120,4,68.0,4426,1,0,4,1,1,2,1,20,1,1,2,1,6,5,2004,2004,2,1,2,2,3,205.0,4,3,2,4,3,2,4,662.0,1,0.0,186.0,848.0,1,5,1,1,848,0,0,848,1.0,0.0,1,0,1,1,4,3,1,0,0,1,2004.0,2,2.0,420.0,3,3,2,140,0,0,0,0,0,0,0,0,0,2,2008,1,1,145000
1471,907295020,20,1,75.0,13125,1,0,4,1,1,2,2,20,1,1,1,1,6,5,1997,1998,2,1,2,2,3,215.0,3,3,2,4,3,4,4,994.0,1,0.0,484.0,1478.0,1,5,1,1,1493,0,0,1493,1.0,0.0,2,0,3,1,4,7,1,1,3,1,1997.0,3,2.0,508.0,3,3,2,140,39,0,0,0,0,0,0,0,0,4,2008,1,1,208900
1472,907295100,90,4,83.0,10126,1,0,4,1,1,1,1,20,1,1,4,4,6,5,1997,1998,2,1,2,2,0,0.0,3,4,2,4,3,4,4,1593.0,2,162.0,83.0,1838.0,1,5,1,1,1838,0,0,1838,2.0,0.0,2,0,2,2,3,8,1,0,0,1,1998.0,1,3.0,721.0,3,3,2,160,67,0,0,0,0,0,0,0,0,7,2008,1,4,185000
1473,907405020,20,1,70.0,9135,1,0,4,1,1,2,1,20,1,1,1,1,7,5,2002,2003,2,1,2,2,3,113.0,4,3,2,4,3,3,4,810.0,1,0.0,726.0,1536.0,1,5,1,1,1536,0,0,1536,1.0,0.0,2,0,3,1,4,7,1,0,0,1,2002.0,2,2.0,532.0,3,3,2,192,74,0,0,0,0,0,0,0,0,12,2008,1,1,214000
1474,907405140,60,1,65.0,8450,1,0,4,1,1,2,1,20,1,1,1,2,7,5,2003,2003,2,1,2,2,3,196.0,4,3,2,4,3,1,4,706.0,1,0.0,150.0,856.0,1,5,1,1,856,854,0,1710,1.0,0.0,2,1,3,1,4,8,1,0,0,1,2003.0,2,2.0,548.0,3,3,2,0,61,0,0,0,0,0,0,0,0,2,2008,1,1,208500
1475,907412040,20,1,75.0,9750,1,0,4,1,1,2,1,20,1,1,1,1,7,5,2004,2004,2,1,2,2,1,50.0,4,3,2,4,3,2,4,24.0,1,0.0,1421.0,1445.0,1,5,1,1,1445,0,0,1445,0.0,0.0,2,0,3,1,4,6,1,0,0,1,2004.0,1,2.0,470.0,3,3,2,0,35,0,0,0,0,0,0,0,0,6,2008,1,1,186500
1476,907412070,20,1,65.0,8450,1,0,4,1,1,2,1,20,1,1,1,1,7,5,2004,2004,2,1,2,2,3,266.0,4,3,2,4,3,2,4,946.0,1,0.0,490.0,1436.0,1,5,1,1,1436,0,0,1436,1.0,0.0,2,0,3,1,4,8,1,0,0,1,2004.0,1,2.0,484.0,3,3,2,139,98,0,0,0,0,0,0,0,0,4,2008,1,1,210000
1477,907412080,60,1,64.0,8320,1,0,4,1,1,2,1,20,1,1,1,2,7,5,2004,2004,2,1,2,2,0,0.0,4,3,2,4,3,1,4,490.0,1,0.0,280.0,770.0,1,5,1,1,770,812,0,1582,0.0,0.0,2,1,3,1,4,6,1,0,0,1,2004.0,2,2.0,520.0,3,3,2,0,45,0,0,0,0,0,0,0,0,9,2008,1,1,185900
1478,907412090,20,1,85.0,11049,1,0,4,1,1,1,1,20,1,1,1,1,8,5,2007,2007,2,1,2,2,0,0.0,4,3,2,5,3,3,5,0.0,1,0.0,1234.0,1234.0,1,5,1,1,1234,0,0,1234,0.0,0.0,2,0,3,1,4,7,1,0,0,1,2007.0,2,2.0,484.0,3,3,2,0,30,0,0,0,0,0,0,0,0,1,2008,1,1,179900
1479,907418010,20,1,85.0,11058,1,0,4,1,1,1,1,20,1,1,1,1,7,6,2007,2007,2,1,2,2,1,212.0,4,3,2,4,3,1,4,56.0,1,0.0,1508.0,1564.0,1,5,1,1,1564,0,0,1564,0.0,0.0,2,0,3,1,4,6,1,0,0,1,2007.0,2,3.0,814.0,3,3,2,0,24,0,0,0,0,0,0,0,0,2,2008,1,1,218836
1480,907418040,20,1,74.0,9627,1,0,4,1,1,2,1,20,1,1,1,1,7,5,2007,2007,2,1,2,2,0,0.0,4,3,2,4,3,3,4,24.0,1,0.0,1327.0,1351.0,1,5,1,1,1361,0,0,1361,0.0,0.0,2,0,3,1,4,6,1,0,0,1,2007.0,2,2.0,610.0,3,3,2,0,50,0,0,0,0,0,0,0,0,6,2008,1,1,193000
1481,907420080,60,1,63.0,8199,1,0,4,1,1,2,1,20,1,1,1,2,7,5,2005,2005,2,1,9,7,0,0.0,4,3,2,4,3,3,4,648.0,1,0.0,80.0,728.0,1,5,1,1,728,728,0,1456,1.0,0.0,2,1,3,1,4,7,1,1,4,1,2005.0,3,2.0,410.0,3,3,2,36,18,0,0,0,0,0,0,0,0,10,2008,1,1,189000
1482,907425010,120,4,68.0,4426,1,0,4,1,1,2,1,20,1,1,2,1,6,5,2004,2004,2,1,2,2,3,147.0,4,3,2,4,3,3,4,697.0,1,0.0,151.0,848.0,1,5,1,1,848,0,0,848,1.0,0.0,1,0,1,1,4,3,1,1,3,1,2004.0,2,2.0,420.0,3,3,2,149,0,0,0,0,0,0,0,0,0,5,2008,1,1,149300
1483,907425015,120,4,68.0,4426,1,0,4,1,1,2,1,20,1,1,2,1,6,5,2004,2004,2,1,2,2,3,147.0,4,3,2,4,3,4,4,697.0,1,0.0,151.0,848.0,1,5,1,1,848,0,0,848,1.0,0.0,1,0,1,1,4,3,1,1,3,1,2004.0,2,2.0,420.0,3,3,2,149,0,0,0,0,0,0,0,0,0,5,2008,1,1,141000
1484,907425030,120,4,68.0,4438,1,0,4,1,1,2,1,20,1,1,2,1,6,5,2004,2004,2,1,2,2,3,205.0,4,3,2,4,3,3,4,662.0,1,0.0,186.0,848.0,1,5,1,1,848,0,0,848,1.0,0.0,1,0,1,1,4,3,1,1,4,1,2004.0,2,2.0,420.0,3,3,2,149,0,0,0,0,0,0,0,0,0,1,2008,1,1,149000
1485,907425035,120,4,68.0,4438,1,0,4,1,1,2,1,20,1,1,2,1,6,5,2004,2004,2,1,2,2,3,169.0,4,3,2,4,3,4,4,662.0,1,0.0,186.0,848.0,1,5,1,1,848,0,0,848,1.0,0.0,1,0,1,1,4,4,1,1,4,1,2004.0,3,2.0,420.0,3,3,2,140,0,0,0,0,0,0,0,0,0,6,2008,6,1,144500
1486,908102030,30,1,67.0,8777,1,0,4,1,1,2,1,19,2,1,1,1,5,7,1910,1950,2,1,7,3,0,0.0,3,3,1,2,3,1,5,0.0,1,0.0,796.0,796.0,1,4,1,2,796,0,0,796,0.0,0.0,1,0,2,1,3,4,1,0,0,0,0.0,0,0.0,0.0,0,0,1,328,0,164,0,0,0,0,2,0,0,5,2008,1,1,85000
1487,908102040,90,1,67.0,8777,1,0,4,1,1,2,1,19,2,1,4,3,5,7,1900,2003,2,1,7,8,0,0.0,3,3,1,3,3,1,3,1084.0,1,0.0,188.0,1272.0,1,4,1,1,1272,928,0,2200,2.0,0.0,2,2,4,2,3,9,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,70,0,0,0,0,0,3,0,0,9,2008,1,1,145900
1488,908102140,20,1,75.0,9825,1,0,4,1,1,2,1,19,1,1,1,1,5,5,1966,1966,1,1,5,6,0,0.0,3,3,1,3,3,1,2,609.0,1,0.0,483.0,1092.0,1,3,1,1,1092,0,0,1092,0.0,0.0,1,0,3,1,3,6,1,0,0,1,1966.0,1,1.0,264.0,3,3,2,259,0,0,0,161,0,0,2,0,0,4,2008,3,4,123000
1489,908102260,20,1,75.0,9937,1,0,4,1,1,2,1,19,1,1,1,1,5,6,1965,1965,2,1,5,6,0,0.0,4,3,1,3,3,1,1,830.0,2,290.0,136.0,1256.0,1,4,1,1,1256,0,0,1256,1.0,0.0,1,1,3,1,3,6,1,0,0,1,1965.0,3,1.0,276.0,3,3,2,736,68,0,0,0,0,0,0,0,0,6,2008,1,1,147500
1490,908103260,85,1,64.0,12102,1,0,4,1,1,2,1,19,1,1,1,4,5,5,1976,1976,2,1,5,1,3,222.0,3,3,1,4,4,4,3,456.0,1,0.0,0.0,456.0,1,5,1,1,1033,0,0,1033,0.0,1.0,1,0,3,1,3,6,1,0,0,2,1976.0,2,2.0,504.0,2,3,2,224,0,0,0,0,0,0,0,0,0,4,2008,1,3,165000
1491,908103280,20,1,65.0,6500,1,0,4,1,1,2,1,19,1,1,1,1,6,6,1976,1976,1,1,5,1,3,84.0,3,3,1,3,5,1,1,1033.0,1,0.0,94.0,1127.0,1,3,1,1,1127,0,0,1127,0.0,1.0,1,1,3,1,3,6,1,1,1,4,1991.0,1,2.0,480.0,3,3,2,0,0,138,0,0,0,0,0,0,0,5,2008,1,1,135000
1492,908127120,30,1,63.0,13907,1,0,4,1,1,2,1,19,1,1,1,1,5,6,1940,1969,2,1,9,7,0,0.0,3,3,1,3,3,1,1,290.0,1,0.0,706.0,996.0,1,5,1,1,996,0,0,996,1.0,0.0,1,0,3,1,3,6,1,1,4,0,0.0,0,0.0,0.0,0,0,2,144,0,0,0,0,0,0,0,0,0,7,2008,1,1,108000
1493,908128050,85,1,90.0,10012,1,0,4,1,1,2,1,19,1,1,1,4,4,5,1972,1972,2,1,6,1,0,0.0,3,3,1,4,3,3,1,920.0,4,180.0,38.0,1138.0,1,3,1,1,1181,0,0,1181,1.0,0.0,2,0,3,1,3,6,1,0,0,4,1974.0,2,2.0,588.0,3,3,2,0,0,180,0,0,0,0,2,0,0,4,2008,1,1,137500
1494,908128110,60,1,60.0,6931,1,0,4,1,1,2,1,19,1,1,1,2,7,5,2003,2004,2,1,2,2,1,92.0,4,3,2,4,3,1,5,0.0,1,0.0,746.0,746.0,1,5,1,1,760,896,0,1656,0.0,0.0,2,1,3,1,4,7,1,1,4,2,2003.0,3,2.0,397.0,3,3,2,178,128,0,0,0,0,0,0,0,0,7,2008,1,1,165400
1495,908151040,80,1,68.0,9638,1,0,1,1,1,3,1,19,1,1,1,5,6,6,1977,1977,1,1,6,1,0,0.0,3,3,1,3,3,3,3,368.0,4,120.0,541.0,1029.0,1,3,1,1,1117,0,0,1117,1.0,0.0,1,0,3,1,3,6,1,1,2,1,1977.0,2,2.0,542.0,3,3,2,292,0,0,0,0,0,0,0,0,0,11,2008,1,1,147000
1496,908152110,60,1,72.0,7200,1,0,4,1,1,2,1,19,1,1,1,2,6,7,1976,2001,1,1,6,1,0,0.0,3,3,1,3,3,3,3,288.0,1,0.0,396.0,684.0,1,3,1,1,684,714,0,1398,0.0,0.0,1,1,3,1,3,6,1,1,3,1,1976.0,3,2.0,440.0,3,3,2,0,0,0,0,0,0,0,2,0,0,2,2008,1,1,160500
1497,908152270,20,1,60.0,7024,1,0,4,1,1,2,1,19,1,1,1,1,4,5,2005,2005,2,1,2,2,0,0.0,3,3,2,4,3,1,4,1024.0,1,0.0,108.0,1132.0,1,5,1,1,1132,0,0,1132,1.0,0.0,1,1,2,1,4,5,1,0,0,1,2005.0,3,2.0,451.0,3,3,2,252,64,0,0,0,0,0,0,0,0,6,2008,1,1,176000
1498,908154080,20,1,123.0,47007,1,0,1,1,1,2,1,19,1,1,1,1,5,7,1959,1996,2,1,6,1,0,0.0,3,3,5,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,1,1,3820,0,0,3820,0.0,0.0,3,1,5,1,5,11,1,2,4,1,1959.0,1,2.0,624.0,3,3,2,0,372,0,0,0,0,0,0,0,0,7,2008,1,1,284700
1500,908186040,180,4,35.0,3675,1,0,4,1,1,2,1,19,1,1,2,5,6,5,2005,2005,2,1,2,2,3,80.0,3,3,2,4,3,4,4,459.0,1,0.0,88.0,547.0,1,5,1,1,1072,0,0,1072,1.0,0.0,1,0,2,1,3,5,1,0,0,3,2005.0,2,2.0,525.0,3,3,2,0,28,0,0,0,0,0,0,0,0,6,2008,1,1,148000
1501,908201100,90,1,65.0,6040,1,0,4,1,1,2,1,19,1,1,4,1,4,5,1955,1955,2,1,8,1,0,0.0,3,3,2,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,0,4,1152,0,0,1152,0.0,0.0,2,0,2,2,2,6,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2008,1,6,82000
1502,908201110,90,1,65.0,6012,1,0,4,1,1,1,1,19,1,1,4,1,4,5,1955,1955,2,1,8,1,0,0.0,3,2,2,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,0,1,1152,0,0,1152,0.0,0.0,2,0,2,2,3,6,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2008,1,6,82000
1503,908201120,90,1,92.0,12108,1,0,4,1,1,2,1,19,1,1,4,1,4,4,1955,1955,2,1,2,2,3,270.0,3,3,1,3,3,1,3,133.0,1,0.0,1307.0,1440.0,1,3,0,3,1440,0,0,1440,0.0,0.0,2,0,4,2,2,8,1,0,0,0,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,2008,1,1,118000
1504,908204160,90,1,74.0,6845,1,0,4,1,1,2,1,19,1,1,4,1,4,5,1955,1955,2,1,9,7,4,58.0,3,3,5,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,0,3,1152,0,0,1152,0.0,0.0,2,0,2,2,3,6,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2008,1,1,82500
1505,908225170,190,1,56.0,6931,1,0,4,1,1,2,1,19,1,1,5,1,4,5,1955,1955,1,1,3,3,0,0.0,3,3,1,3,3,3,3,784.0,1,0.0,0.0,784.0,1,3,0,4,784,0,0,784,1.0,0.0,1,0,2,1,3,4,1,0,0,0,0.0,0,0.0,0.0,0,0,2,112,0,0,0,0,0,0,0,0,0,5,2008,1,1,91900
1506,908226120,50,1,60.0,12180,1,0,4,1,1,2,1,19,1,1,1,3,5,7,1938,2007,2,1,3,3,0,0.0,3,3,2,3,3,1,5,0.0,1,0.0,585.0,585.0,1,4,1,3,585,468,0,1053,0.0,0.0,1,1,2,1,5,5,1,0,0,0,0.0,0,0.0,0.0,0,0,0,42,0,0,0,0,0,0,0,0,0,1,2008,1,3,120000
1507,908250040,50,1,57.0,8050,1,0,4,1,1,2,1,19,1,1,1,3,5,8,1947,1993,2,1,7,8,0,0.0,3,4,5,0,0,0,0,0.0,0,0.0,0.0,0.0,1,4,1,1,929,208,0,1137,0.0,0.0,1,1,4,1,3,8,3,0,0,0,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2008,1,1,96000
1508,908250090,20,1,68.0,9520,1,0,4,3,1,2,2,19,1,1,1,1,4,5,1953,1953,2,1,7,8,1,115.0,3,3,1,4,3,1,2,767.0,1,0.0,144.0,911.0,1,3,1,1,930,0,0,930,0.0,0.0,1,0,2,1,3,5,1,0,0,1,1953.0,2,1.0,286.0,3,3,2,134,0,0,0,0,0,0,2,2,3000,5,2008,1,1,99000
1509,908275130,50,1,70.0,11767,1,0,4,1,1,2,1,19,1,1,1,3,5,6,1946,1995,2,1,7,8,0,0.0,3,3,1,3,3,1,1,352.0,1,0.0,416.0,768.0,1,5,1,1,768,432,0,1200,0.0,0.0,1,0,3,1,3,6,1,0,0,4,1946.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,0,0,0,5,2008,1,1,130500
1510,908275180,50,1,60.0,8172,1,0,4,1,1,2,1,19,1,1,1,3,4,6,1954,1972,2,1,7,8,0,0.0,3,3,2,3,3,1,5,0.0,1,0.0,941.0,941.0,1,5,1,1,997,473,0,1470,0.0,0.0,2,0,4,1,3,7,1,0,0,4,1958.0,1,1.0,548.0,3,3,2,0,0,0,0,156,0,0,0,0,0,5,2008,1,1,135000
1511,908275280,50,1,59.0,16466,1,0,1,1,1,2,1,19,1,1,1,3,5,7,1955,1955,2,1,7,8,0,0.0,3,4,2,3,3,1,5,0.0,1,0.0,816.0,816.0,1,3,1,1,872,521,0,1393,0.0,0.0,1,1,3,1,3,8,1,0,0,1,1955.0,1,1.0,300.0,3,3,2,121,0,0,0,265,0,0,0,0,0,4,2008,1,1,135500
1512,908276140,80,1,62.0,7692,1,0,4,3,1,2,2,19,1,1,1,5,4,6,1954,1954,2,1,3,3,0,0.0,3,3,1,5,3,3,5,0.0,1,0.0,416.0,416.0,1,4,1,2,1204,0,0,1204,0.0,0.0,1,0,3,1,3,6,1,0,0,3,1954.0,1,1.0,312.0,3,3,2,0,0,0,0,0,0,0,0,0,0,11,2008,1,4,100000
1513,909100150,30,1,67.0,5142,1,0,4,1,1,2,1,19,1,1,1,3,4,7,1923,2008,2,1,3,3,0,0.0,3,3,2,3,3,1,3,224.0,1,0.0,725.0,949.0,1,3,1,1,949,343,0,1292,0.0,0.0,1,1,3,1,4,6,1,0,0,4,1923.0,1,1.0,205.0,3,3,0,0,0,183,0,0,0,0,0,0,0,6,2008,1,1,108000
1514,909100170,30,1,67.0,5604,1,0,4,1,1,2,1,19,1,1,1,1,5,6,1925,1950,2,1,10,12,0,0.0,3,3,1,3,3,1,2,468.0,1,0.0,396.0,864.0,1,3,0,2,864,0,0,864,1.0,0.0,1,0,2,1,3,5,1,0,0,0,0.0,0,0.0,0.0,0,0,2,0,0,96,0,0,0,0,0,0,0,4,2008,1,1,98000
1515,909101060,30,1,45.0,8248,1,3,4,1,1,2,1,19,1,1,1,1,3,3,1914,1950,2,1,10,12,0,0.0,3,3,4,3,3,1,1,41.0,1,0.0,823.0,864.0,1,3,0,3,864,0,0,864,1.0,0.0,1,0,2,1,3,5,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,100,0,0,0,0,0,0,0,9,2008,1,1,67000
1516,909101180,190,1,55.0,5687,1,3,4,3,1,2,1,18,1,1,5,2,5,6,1912,2000,2,1,2,2,0,0.0,3,2,2,3,2,1,2,210.0,1,0.0,570.0,780.0,1,5,0,1,936,780,0,1716,1.0,0.0,2,0,6,1,2,9,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,184,0,0,0,0,0,0,0,0,3,2008,1,1,135900
1517,909131170,70,2,68.0,12155,1,0,1,1,1,2,1,18,1,1,1,2,6,8,1925,1950,2,1,3,3,0,0.0,3,3,4,3,3,1,1,156.0,1,0.0,516.0,672.0,1,3,0,1,810,672,0,1482,0.0,0.0,2,0,4,1,2,7,1,0,0,4,1934.0,1,1.0,400.0,3,3,1,0,0,254,0,0,0,0,0,0,0,3,2008,1,1,140000
1518,909175050,75,1,60.0,8400,1,0,4,3,1,2,2,18,1,1,1,8,5,8,1939,1997,2,1,3,3,0,0.0,3,3,2,3,3,1,6,378.0,1,0.0,342.0,720.0,1,5,1,1,1052,720,420,2192,0.0,0.0,2,1,4,1,4,8,1,1,4,4,1939.0,1,1.0,240.0,3,3,2,262,24,0,0,0,0,0,0,0,0,7,2008,1,1,179500
1519,909175100,50,1,60.0,8400,1,0,4,3,1,2,1,18,1,1,1,3,6,5,1925,1950,2,1,7,8,0,0.0,3,3,2,3,3,1,2,423.0,1,0.0,758.0,1181.0,1,2,1,1,1390,304,0,1694,0.0,0.0,2,0,4,1,3,7,1,1,4,4,1925.0,1,2.0,576.0,3,3,2,342,0,128,0,0,0,0,0,0,0,6,2008,1,1,136500
1520,909177120,30,1,60.0,7290,1,0,4,1,1,1,1,18,1,1,1,1,7,8,1921,1950,2,1,9,7,3,174.0,3,3,4,3,3,1,5,0.0,1,0.0,1228.0,1228.0,1,5,1,1,1424,0,0,1424,0.0,0.0,2,0,2,1,3,7,1,1,4,1,1921.0,1,1.0,312.0,3,3,2,0,0,90,0,0,0,0,0,0,0,4,2008,1,1,168000
1521,909201110,70,2,55.0,8525,1,0,4,3,1,2,1,18,1,1,1,2,5,6,1911,1950,2,1,7,8,0,0.0,3,3,2,3,3,3,5,0.0,1,0.0,940.0,940.0,1,3,0,2,1024,940,0,1964,0.0,0.0,1,1,4,1,3,7,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,192,0,0,0,0,0,0,0,0,11,2008,1,4,130000
1522,909250040,70,1,51.0,9842,1,0,4,1,1,2,1,18,2,1,1,2,5,6,1921,1998,2,1,7,3,0,0.0,3,3,4,3,2,1,5,0.0,1,0.0,612.0,612.0,1,5,1,1,990,1611,0,2601,0.0,0.0,3,1,4,1,3,8,1,0,0,2,1998.0,2,2.0,621.0,3,3,2,183,0,301,0,0,0,0,0,0,0,5,2008,1,1,189000
1523,909250230,90,1,64.0,7804,1,0,4,1,1,2,1,18,1,1,4,6,6,7,1930,1950,2,1,10,12,0,0.0,3,3,4,3,3,1,3,281.0,4,679.0,0.0,960.0,1,5,1,1,960,960,0,1920,2.0,0.0,2,2,4,2,3,10,1,2,4,4,1930.0,1,2.0,480.0,3,3,2,248,0,121,0,0,0,0,0,0,0,7,2008,1,4,161900
1524,909251080,70,1,66.0,8969,1,0,4,3,1,2,1,21,1,1,1,2,6,6,1926,1950,4,1,3,3,0,0.0,3,3,4,3,3,1,1,379.0,1,0.0,265.0,644.0,1,5,1,1,672,644,0,1316,1.0,0.0,1,0,2,1,3,6,1,1,4,4,2001.0,1,1.0,369.0,3,3,1,0,0,0,0,192,0,0,2,0,0,7,2008,1,1,145000
1525,909251090,70,1,79.0,11526,1,0,1,3,1,2,2,21,1,1,1,8,6,7,1922,1994,2,1,7,8,0,0.0,3,3,4,5,3,1,5,0.0,1,0.0,588.0,588.0,1,2,1,1,1423,748,384,2555,0.0,0.0,2,0,3,1,3,11,3,1,4,4,1993.0,3,2.0,672.0,3,3,2,431,0,0,0,0,0,0,0,0,0,9,2008,1,1,191000
